時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧
2023-05-16 16:09:45.862,1,82019543,No Relay,185,168,2910
2023-05-16 16:09:46.221,1,82019A5C,No Relay,95,183,3070
2023-05-16 16:09:46.831,1,82019EBB,No Relay,97,189,2850
2023-05-16 16:09:48.597,1,82019543,No Relay,186,168,2910
2023-05-16 16:09:48.800,1,82019A5C,No Relay,96,183,3070
2023-05-16 16:09:49.065,1,82019F0C,No Relay,102,195,3150
2023-05-16 16:09:49.612,1,82019CF3,No Relay,96,189,2700
2023-05-16 16:09:51.425,1,82019543,No Relay,187,168,2910
2023-05-16 16:09:51.613,1,82019F0C,No Relay,103,192,3140
2023-05-16 16:09:51.956,1,82019EBB,No Relay,99,186,2850
2023-05-16 16:09:52.159,1,82019CF3,No Relay,97,186,2690
2023-05-16 16:09:53.879,1,82019A5C,No Relay,98,183,3070
2023-05-16 16:09:54.066,1,82019543,No Relay,188,171,2910
2023-05-16 16:09:54.332,1,82019F0C,No Relay,104,195,3140
2023-05-16 16:09:54.519,1,82019EBB,No Relay,100,189,2850
2023-05-16 16:09:54.707,1,82019CF3,No Relay,98,189,2695
2023-05-16 16:09:56.332,1,82019A5C,No Relay,99,183,3070
2023-05-16 16:09:56.754,1,82019EBB,No Relay,101,189,2850
2023-05-16 16:09:56.957,1,82019543,No Relay,189,168,2910
2023-05-16 16:09:57.160,1,82019F0C,No Relay,105,192,3150
2023-05-16 16:09:57.348,1,82019CF3,No Relay,99,186,2690
2023-05-16 16:09:59.301,1,82019EBB,No Relay,102,189,2850
2023-05-16 16:09:59.504,1,82019543,No Relay,190,168,2910
2023-05-16 16:09:59.692,1,82019F0C,No Relay,106,192,3140
2023-05-16 16:10:01.411,1,82019A5C,No Relay,101,183,3070
2023-05-16 16:10:01.848,1,82019EBB,No Relay,103,189,2850
2023-05-16 16:10:02.161,1,82019543,No Relay,191,168,2910
2023-05-16 16:10:02.348,1,82019CF3,No Relay,101,189,2695
2023-05-16 16:10:02.552,1,82019F0C,No Relay,107,192,3150
2023-05-16 16:10:04.130,1,82019A5C,No Relay,102,183,3070
2023-05-16 16:10:04.474,1,82019EBB,No Relay,104,186,2850
2023-05-16 16:10:04.662,1,82019543,No Relay,192,171,2910
2023-05-16 16:10:04.943,1,82019CF3,No Relay,102,186,2695
2023-05-16 16:10:05.146,1,82019F0C,No Relay,108,195,3150
2023-05-16 16:10:06.584,1,82019A5C,No Relay,103,186,3070
2023-05-16 16:10:07.131,1,82019EBB,No Relay,105,186,2850
2023-05-16 16:10:07.334,1,82019543,No Relay,193,171,2910
2023-05-16 16:10:07.584,1,82019F0C,No Relay,109,192,3140
2023-05-16 16:10:07.787,1,82019CF3,No Relay,103,189,2700
2023-05-16 16:10:09.256,1,82019A5C,No Relay,104,183,3070
2023-05-16 16:10:09.788,1,82019EBB,No Relay,106,189,2850
2023-05-16 16:10:10.006,1,82019543,No Relay,194,168,2910
2023-05-16 16:10:10.194,1,82019CF3,No Relay,104,186,2695
2023-05-16 16:10:12.460,1,82019543,No Relay,195,165,2920
2023-05-16 16:10:12.648,1,82019EBB,No Relay,107,186,2850
2023-05-16 16:10:12.866,1,82019CF3,No Relay,105,186,2695
2023-05-16 16:10:13.054,1,82019F0C,No Relay,111,195,3140
2023-05-16 16:10:14.507,1,82019A5C,No Relay,106,183,3070
2023-05-16 16:10:15.241,1,82019CF3,No Relay,106,186,2700
2023-05-16 16:10:15.444,1,82019543,No Relay,196,171,2910
2023-05-16 16:10:15.648,1,82019F0C,No Relay,112,198,3140
2023-05-16 16:10:15.835,1,82019EBB,No Relay,108,186,2850
2023-05-16 16:10:17.179,1,82019A5C,No Relay,107,183,3070
2023-05-16 16:10:17.664,1,82019CF3,No Relay,107,186,2695
2023-05-16 16:10:17.867,1,82019543,No Relay,197,168,2910
2023-05-16 16:10:18.070,1,82019EBB,No Relay,109,186,2850
2023-05-16 16:10:18.257,1,82019F0C,No Relay,113,198,3140
2023-05-16 16:10:19.586,1,82019A5C,No Relay,108,183,3070
2023-05-16 16:10:20.086,1,82019CF3,No Relay,108,186,2690
2023-05-16 16:10:20.539,1,82019EBB,No Relay,110,189,2850
2023-05-16 16:10:21.008,1,82019F0C,No Relay,114,195,3140
2023-05-16 16:10:21.992,1,82019A5C,No Relay,109,183,3070
2023-05-16 16:10:22.899,1,82019543,No Relay,199,168,2910
2023-05-16 16:10:23.086,1,82019CF3,No Relay,109,189,2690
2023-05-16 16:10:23.336,1,82019EBB,No Relay,111,189,2850
2023-05-16 16:10:23.805,1,82019F0C,No Relay,115,198,3150
2023-05-16 16:10:24.571,1,82019A5C,No Relay,110,186,3070
2023-05-16 16:10:25.415,1,82019543,No Relay,200,168,2910
2023-05-16 16:10:25.665,1,82019CF3,No Relay,110,186,2690
2023-05-16 16:10:25.868,1,82019EBB,No Relay,112,186,2850
2023-05-16 16:10:26.384,1,82019F0C,No Relay,116,195,3140
2023-05-16 16:10:27.243,1,82019A5C,No Relay,111,186,3070
2023-05-16 16:10:28.181,1,82019543,No Relay,201,171,2910
2023-05-16 16:10:28.368,1,82019CF3,No Relay,111,186,2690
2023-05-16 16:10:28.587,1,82019EBB,No Relay,113,186,2850
2023-05-16 16:10:28.900,1,82019F0C,No Relay,117,195,3150
2023-05-16 16:10:29.822,1,82019A5C,No Relay,112,186,3070
2023-05-16 16:10:30.650,1,82019543,No Relay,202,165,2910
2023-05-16 16:10:30.916,1,82019CF3,No Relay,112,186,2695
2023-05-16 16:10:31.212,1,82019EBB,No Relay,114,189,2850
2023-05-16 16:10:31.603,1,82019F0C,No Relay,118,195,3140
2023-05-16 16:10:32.463,1,82019A5C,No Relay,113,183,3070
2023-05-16 16:10:33.322,1,82019543,No Relay,203,168,2910
2023-05-16 16:10:33.619,1,82019EBB,No Relay,115,189,2850
2023-05-16 16:10:33.822,1,82019CF3,No Relay,113,186,2690
2023-05-16 16:10:35.213,1,82019A5C,No Relay,114,183,3070
2023-05-16 16:10:36.104,1,82019EBB,No Relay,116,186,2850
2023-05-16 16:10:36.589,1,82019CF3,No Relay,114,186,2695
2023-05-16 16:10:38.010,1,82019A5C,No Relay,115,183,3070
2023-05-16 16:10:38.589,1,82019EBB,No Relay,117,192,2860
2023-05-16 16:10:39.370,1,82019CF3,No Relay,115,189,2695
2023-05-16 16:10:40.761,1,82019A5C,No Relay,116,183,3070
2023-05-16 16:10:40.964,1,82019EBB,No Relay,118,186,2850
2023-05-16 16:10:41.167,1,82019543,No Relay,206,171,2910
2023-05-16 16:10:41.824,1,82019CF3,No Relay,116,186,2695
2023-05-16 16:10:42.058,1,82019F0C,No Relay,122,195,3140
2023-05-16 16:10:43.417,1,82019A5C,No Relay,117,183,3070
2023-05-16 16:10:43.621,1,82019EBB,No Relay,119,186,2850
2023-05-16 16:10:43.933,1,82019543,No Relay,207,171,2910
2023-05-16 16:10:44.512,1,82019CF3,No Relay,117,186,2690
2023-05-16 16:10:44.715,1,82019F0C,No Relay,123,195,3140
2023-05-16 16:10:46.215,1,82019A5C,No Relay,118,183,3070
2023-05-16 16:10:46.434,1,82019543,No Relay,208,171,2910
2023-05-16 16:10:46.965,1,82019F0C,No Relay,124,195,3140
2023-05-16 16:10:47.200,1,82019CF3,No Relay,118,186,2690
2023-05-16 16:10:48.919,1,82019543,No Relay,209,171,2910
2023-05-16 16:10:49.106,1,82019A5C,No Relay,119,183,3070
2023-05-16 16:10:49.309,1,82019EBB,No Relay,121,189,2860
2023-05-16 16:10:49.513,1,82019F0C,No Relay,125,195,3140
2023-05-16 16:10:49.700,1,82019CF3,No Relay,119,186,2695
2023-05-16 16:10:51.341,1,82019543,No Relay,210,162,2910
2023-05-16 16:10:51.716,1,82019A5C,No Relay,120,183,3070
2023-05-16 16:10:51.903,1,82019EBB,No Relay,122,192,2850
2023-05-16 16:10:52.106,1,82019F0C,No Relay,126,192,3140
2023-05-16 16:10:52.388,1,82019CF3,No Relay,120,186,2690
2023-05-16 16:10:53.935,1,82019543,No Relay,211,168,2910
2023-05-16 16:10:54.404,1,82019A5C,No Relay,121,186,3070
2023-05-16 16:10:54.591,1,82019EBB,No Relay,123,192,2860
2023-05-16 16:10:54.795,1,82019F0C,No Relay,127,192,3140
2023-05-16 16:10:54.998,1,82019CF3,No Relay,121,186,2690
2023-05-16 16:10:56.466,1,82019543,No Relay,212,168,2910
2023-05-16 16:10:56.967,1,82019EBB,No Relay,124,192,2850
2023-05-16 16:10:57.185,1,82019A5C,No Relay,122,186,3070
2023-05-16 16:10:57.373,1,82019CF3,No Relay,122,183,2690
2023-05-16 16:10:57.576,1,82019F0C,No Relay,128,192,3140
2023-05-16 16:10:58.874,1,82019543,No Relay,213,168,2910
2023-05-16 16:10:59.358,1,82019EBB,No Relay,125,189,2860
2023-05-16 16:10:59.889,1,82019F0C,No Relay,129,192,3140
2023-05-16 16:11:00.092,1,82019CF3,No Relay,123,186,2695
2023-05-16 16:11:00.280,1,82019A5C,No Relay,123,183,3070
2023-05-16 16:11:01.749,1,82019543,No Relay,214,168,2910
2023-05-16 16:11:02.374,1,82019A5C,No Relay,124,186,3070
2023-05-16 16:11:02.577,1,82019CF3,No Relay,124,186,2690
2023-05-16 16:11:04.312,1,82019543,No Relay,215,168,2910
2023-05-16 16:11:04.499,1,82019EBB,No Relay,127,189,2850
2023-05-16 16:11:05.015,1,82019CF3,No Relay,125,186,2690
2023-05-16 16:11:05.202,1,82019A5C,No Relay,125,186,3070
2023-05-16 16:11:06.734,1,82019543,No Relay,216,162,2910
2023-05-16 16:11:07.140,1,82019F0C,No Relay,132,189,3140
2023-05-16 16:11:07.531,1,82019A5C,No Relay,126,186,3070
2023-05-16 16:11:07.750,1,82019CF3,No Relay,126,186,2690
2023-05-16 16:11:09.359,1,82019543,No Relay,217,162,2910
2023-05-16 16:11:09.610,1,82019F0C,No Relay,133,192,3140
2023-05-16 16:11:09.813,1,82019EBB,No Relay,129,186,2860
2023-05-16 16:11:10.156,1,82019CF3,No Relay,127,183,2690
2023-05-16 16:11:10.359,1,82019A5C,No Relay,127,183,3070
2023-05-16 16:11:12.110,1,82019543,No Relay,218,159,2910
2023-05-16 16:11:12.375,1,82019F0C,No Relay,134,195,3140
2023-05-16 16:11:12.579,1,82019EBB,No Relay,130,186,2850
2023-05-16 16:11:12.782,1,82019CF3,No Relay,128,189,2690
2023-05-16 16:11:12.969,1,82019A5C,No Relay,128,183,3070
2023-05-16 16:11:14.642,1,82019543,No Relay,219,159,2910
2023-05-16 16:11:14.892,1,82019F0C,No Relay,135,195,3140
2023-05-16 16:11:15.095,1,82019EBB,No Relay,131,186,2850
2023-05-16 16:11:15.469,1,82019CF3,No Relay,129,186,2695
2023-05-16 16:11:15.689,1,82019A5C,No Relay,129,183,3070
2023-05-16 16:11:17.392,1,82019F0C,No Relay,136,195,3140
2023-05-16 16:11:17.580,1,82019543,No Relay,220,162,2910
2023-05-16 16:11:17.798,1,82019EBB,No Relay,132,192,2850
2023-05-16 16:11:17.986,1,82019CF3,No Relay,130,186,2695
2023-05-16 16:11:18.189,1,82019A5C,No Relay,130,186,3060
2023-05-16 16:11:19.736,1,82019F0C,No Relay,137,195,3140
2023-05-16 16:11:19.939,1,82019543,No Relay,221,162,2920
2023-05-16 16:11:20.142,1,82019EBB,No Relay,133,186,2850
2023-05-16 16:11:20.721,1,82019CF3,No Relay,131,186,2690
2023-05-16 16:11:20.924,1,82019A5C,No Relay,131,183,3070
2023-05-16 16:11:22.205,1,82019F0C,No Relay,138,198,3140
2023-05-16 16:11:22.455,1,82019543,No Relay,222,162,2910
2023-05-16 16:11:23.236,1,82019A5C,No Relay,132,186,3070
2023-05-16 16:11:23.612,1,82019CF3,No Relay,132,186,2690
2023-05-16 16:11:24.878,1,82019543,No Relay,223,162,2910
2023-05-16 16:11:25.065,1,82019F0C,No Relay,139,195,3140
2023-05-16 16:11:25.268,1,82019EBB,No Relay,135,186,2850
2023-05-16 16:11:25.628,1,82019A5C,No Relay,133,183,3070
2023-05-16 16:11:26.222,1,82019CF3,No Relay,133,186,2695
2023-05-16 16:11:27.503,1,82019543,No Relay,224,165,2910
2023-05-16 16:11:27.706,1,82019EBB,No Relay,136,186,2860
2023-05-16 16:11:28.144,1,82019A5C,No Relay,134,183,3070
2023-05-16 16:11:28.800,1,82019CF3,No Relay,134,186,2690
2023-05-16 16:11:29.957,1,82019543,No Relay,225,168,2910
2023-05-16 16:11:30.144,1,82019F0C,No Relay,141,195,3140
2023-05-16 16:11:30.347,1,82019EBB,No Relay,137,189,2850
2023-05-16 16:11:31.363,1,82019CF3,No Relay,135,186,2690
2023-05-16 16:11:32.817,1,82019543,No Relay,226,162,2910
2023-05-16 16:11:33.004,1,82019F0C,No Relay,142,195,3140
2023-05-16 16:11:33.207,1,82019EBB,No Relay,138,192,2850
2023-05-16 16:11:33.410,1,82019A5C,No Relay,136,183,3070
2023-05-16 16:11:33.832,1,82019CF3,No Relay,136,186,2690
2023-05-16 16:11:35.426,1,82019F0C,No Relay,143,195,3140
2023-05-16 16:11:35.676,1,82019543,No Relay,227,159,2910
2023-05-16 16:11:35.880,1,82019A5C,No Relay,137,183,3070
2023-05-16 16:11:36.692,1,82019CF3,No Relay,137,186,2690
2023-05-16 16:11:38.114,1,82019F0C,No Relay,144,195,3140
2023-05-16 16:11:38.302,1,82019EBB,No Relay,140,192,2850
2023-05-16 16:11:38.505,1,82019A5C,No Relay,138,183,3070
2023-05-16 16:11:38.708,1,82019543,No Relay,228,168,2910
2023-05-16 16:11:39.239,1,82019CF3,No Relay,138,189,2690
2023-05-16 16:11:40.693,1,82019EBB,No Relay,141,192,2850
2023-05-16 16:11:41.068,1,82019A5C,No Relay,139,183,3070
2023-05-16 16:11:41.256,1,82019543,No Relay,229,159,2910
2023-05-16 16:11:41.865,1,82019CF3,No Relay,139,189,2695
2023-05-16 16:11:43.506,1,82019EBB,No Relay,142,186,2850
2023-05-16 16:11:43.772,1,82019A5C,No Relay,140,183,3070
2023-05-16 16:11:43.959,1,82019543,No Relay,230,159,2910
2023-05-16 16:11:44.459,1,82019CF3,No Relay,140,186,2695
2023-05-16 16:11:45.913,1,82019EBB,No Relay,143,192,2850
2023-05-16 16:11:46.178,1,82019A5C,No Relay,141,183,3070
2023-05-16 16:11:46.381,1,82019F0C,No Relay,147,198,3150
2023-05-16 16:11:46.569,1,82019543,No Relay,231,159,2910
2023-05-16 16:11:46.944,1,82019CF3,No Relay,141,186,2690
2023-05-16 16:11:48.538,1,82019EBB,No Relay,144,192,2850
2023-05-16 16:11:48.726,1,82019F0C,No Relay,148,195,3140
2023-05-16 16:11:48.929,1,82019A5C,No Relay,142,180,3070
2023-05-16 16:11:49.132,1,82019543,No Relay,232,159,2910
2023-05-16 16:11:49.617,1,82019CF3,No Relay,142,186,2690
2023-05-16 16:11:51.023,1,82019EBB,No Relay,145,192,2850
2023-05-16 16:11:51.210,1,82019F0C,No Relay,149,198,3140
2023-05-16 16:11:51.429,1,82019543,No Relay,233,159,2910
2023-05-16 16:11:51.617,1,82019A5C,No Relay,143,183,3060
2023-05-16 16:11:52.210,1,82019CF3,No Relay,143,186,2695
2023-05-16 16:11:53.851,1,82019EBB,No Relay,146,186,2850
2023-05-16 16:11:54.055,1,82019543,No Relay,234,168,2910
2023-05-16 16:11:54.258,1,82019A5C,No Relay,144,183,3070
2023-05-16 16:11:54.945,1,82019CF3,No Relay,144,192,2695
2023-05-16 16:11:56.351,1,82019EBB,No Relay,147,189,2850
2023-05-16 16:11:56.541,1,82019F0C,No Relay,151,195,3140
2023-05-16 16:11:56.728,1,82019A5C,No Relay,145,183,3070
2023-05-16 16:11:56.931,1,82019543,No Relay,235,162,2920
2023-05-16 16:11:57.353,1,82019CF3,No Relay,145,189,2695
2023-05-16 16:11:58.838,1,82019EBB,No Relay,148,192,2850
2023-05-16 16:11:59.229,1,82019543,No Relay,236,165,2910
2023-05-16 16:11:59.416,1,82019F0C,No Relay,152,192,3140
2023-05-16 16:11:59.901,1,82019CF3,No Relay,146,186,2695
2023-05-16 16:12:01.526,1,82019EBB,No Relay,149,189,2850
2023-05-16 16:12:01.713,1,82019A5C,No Relay,147,183,3070
2023-05-16 16:12:01.948,1,82019543,No Relay,237,171,2910
2023-05-16 16:12:02.167,1,82019F0C,No Relay,153,195,3140
2023-05-16 16:12:02.698,1,82019CF3,No Relay,147,192,2690
2023-05-16 16:12:04.276,1,82019A5C,No Relay,148,183,3070
2023-05-16 16:12:04.808,1,82019F0C,No Relay,154,195,3140
2023-05-16 16:12:05.495,1,82019CF3,No Relay,148,186,2690
2023-05-16 16:12:06.793,1,82019A5C,No Relay,149,183,3070
2023-05-16 16:12:06.980,1,82019EBB,No Relay,151,186,2860
2023-05-16 16:12:07.230,1,82019F0C,No Relay,155,195,3140
2023-05-16 16:12:07.480,1,82019543,No Relay,239,171,2910
2023-05-16 16:12:08.090,1,82019CF3,No Relay,149,186,2695
2023-05-16 16:12:09.137,1,82019A5C,No Relay,150,183,3060
2023-05-16 16:12:09.449,1,82019EBB,No Relay,152,189,2850
2023-05-16 16:12:09.637,1,82019F0C,No Relay,156,195,3140
2023-05-16 16:12:09.996,1,82019543,No Relay,240,171,2910
2023-05-16 16:12:11.825,1,82019A5C,No Relay,151,186,3070
2023-05-16 16:12:12.028,1,82019EBB,No Relay,153,177,2850
2023-05-16 16:12:12.325,1,82019F0C,No Relay,157,192,3140
2023-05-16 16:12:12.856,1,82019543,No Relay,241,144,2910
2023-05-16 16:12:13.247,1,82019CF3,No Relay,151,186,2690
2023-05-16 16:12:14.606,1,82019A5C,No Relay,152,171,3070
2023-05-16 16:12:14.794,1,82019EBB,No Relay,154,183,2850
2023-05-16 16:12:14.997,1,82019F0C,No Relay,158,192,3140
2023-05-16 16:12:15.841,1,82019CF3,No Relay,152,183,2690
2023-05-16 16:12:17.263,1,82019A5C,No Relay,153,174,3070
2023-05-16 16:12:17.450,1,82019EBB,No Relay,155,180,2850
2023-05-16 16:12:17.654,1,82019F0C,No Relay,159,189,3140
2023-05-16 16:12:18.232,1,82019CF3,No Relay,153,186,2690
2023-05-16 16:12:19.982,1,82019EBB,No Relay,156,180,2850
2023-05-16 16:12:20.232,1,82019F0C,No Relay,160,189,3140
2023-05-16 16:12:20.513,1,82019543,No Relay,244,126,2910
2023-05-16 16:12:22.373,1,82019EBB,No Relay,157,183,2850
2023-05-16 16:12:22.576,1,82019A5C,No Relay,155,174,3070
2023-05-16 16:12:22.842,1,82019F0C,No Relay,161,189,3140
2023-05-16 16:12:23.389,1,82019543,No Relay,245,126,2910
2023-05-16 16:12:23.655,1,82019CF3,No Relay,155,186,2690
2023-05-16 16:12:25.233,1,82019F0C,No Relay,162,186,3140
2023-05-16 16:12:26.436,1,82019CF3,No Relay,156,183,2690
2023-05-16 16:12:27.624,1,82019EBB,No Relay,159,180,2860
2023-05-16 16:12:27.921,1,82019F0C,No Relay,163,189,3140
2023-05-16 16:12:28.108,1,82019A5C,No Relay,157,171,3070
2023-05-16 16:12:29.140,1,82019CF3,No Relay,157,186,2695
2023-05-16 16:12:30.171,1,82019EBB,No Relay,160,180,2850
2023-05-16 16:12:30.827,1,82019A5C,No Relay,158,174,3070
2023-05-16 16:12:31.155,1,82019543,No Relay,248,123,2910
2023-05-16 16:12:31.843,1,82019CF3,No Relay,158,186,2690
2023-05-16 16:12:32.953,1,82019EBB,No Relay,161,180,2850
2023-05-16 16:12:33.171,1,82019A5C,No Relay,159,174,3060
2023-05-16 16:12:33.359,1,82019F0C,No Relay,165,186,3140
2023-05-16 16:12:33.843,1,82019543,No Relay,249,153,2910
2023-05-16 16:12:34.453,1,82019CF3,No Relay,159,186,2690
2023-05-16 16:12:35.484,1,82019EBB,No Relay,162,174,2850
2023-05-16 16:12:35.688,1,82019A5C,No Relay,160,171,3060
2023-05-16 16:12:35.875,1,82019F0C,No Relay,166,186,3140
2023-05-16 16:12:36.312,1,82019543,No Relay,250,150,2910
2023-05-16 16:12:38.063,1,82019A5C,No Relay,161,174,3060
2023-05-16 16:12:38.250,1,82019EBB,No Relay,163,177,2850
2023-05-16 16:12:38.453,1,82019F0C,No Relay,167,186,3140
2023-05-16 16:12:38.860,1,82019543,No Relay,251,147,2910
2023-05-16 16:12:39.969,1,82019CF3,No Relay,161,186,2690
2023-05-16 16:12:40.735,1,82019A5C,No Relay,162,171,3070
2023-05-16 16:12:40.938,1,82019EBB,No Relay,164,177,2850
2023-05-16 16:12:41.126,1,82019F0C,No Relay,168,183,3140
2023-05-16 16:12:42.782,1,82019CF3,No Relay,162,186,2695
2023-05-16 16:12:43.204,1,82019A5C,No Relay,163,171,3070
2023-05-16 16:12:43.485,1,82019F0C,No Relay,169,186,3140
2023-05-16 16:12:44.423,1,82019543,No Relay,253,150,2910
2023-05-16 16:12:45.470,1,82019CF3,No Relay,163,183,2690
2023-05-16 16:12:45.689,1,82019A5C,No Relay,164,174,3060
2023-05-16 16:12:45.908,1,82019EBB,No Relay,166,177,2850
2023-05-16 16:12:46.126,1,82019F0C,No Relay,170,183,3140
2023-05-16 16:12:46.861,1,82019543,No Relay,254,150,2910
2023-05-16 16:12:48.267,1,82019CF3,No Relay,164,186,2690
2023-05-16 16:12:48.470,1,82019EBB,No Relay,167,174,2850
2023-05-16 16:12:48.658,1,82019A5C,No Relay,165,171,3060
2023-05-16 16:12:49.455,1,82019543,No Relay,255,147,2910
2023-05-16 16:12:51.002,1,82019A5C,No Relay,166,174,3060
2023-05-16 16:12:52.268,1,82019543,No Relay,256,150,2920
2023-05-16 16:12:53.722,1,82019A5C,No Relay,167,168,3060
2023-05-16 16:12:53.925,1,82019CF3,No Relay,166,183,2690
2023-05-16 16:12:54.393,1,82019F0C,No Relay,173,183,3140
2023-05-16 16:12:56.128,1,82019EBB,No Relay,170,177,2860
2023-05-16 16:12:56.347,1,82019A5C,No Relay,168,168,3060
2023-05-16 16:12:56.582,1,82019CF3,No Relay,167,186,2690
2023-05-16 16:12:56.785,1,82019F0C,No Relay,174,183,3140
2023-05-16 16:12:58.972,1,82019CF3,No Relay,168,186,2690
2023-05-16 16:12:59.175,1,82019EBB,No Relay,171,174,2850
2023-05-16 16:12:59.379,1,82019F0C,No Relay,175,183,3140
2023-05-16 16:13:00.222,1,82019543,No Relay,259,156,2910
2023-05-16 16:13:01.285,1,82019A5C,No Relay,170,168,3060
2023-05-16 16:13:01.785,1,82019CF3,No Relay,169,186,2690
2023-05-16 16:13:01.988,1,82019F0C,No Relay,176,183,3140
2023-05-16 16:13:02.191,1,82019EBB,No Relay,172,174,2850
2023-05-16 16:13:03.067,1,82019543,No Relay,260,159,2910
2023-05-16 16:13:04.301,1,82019EBB,No Relay,173,177,2850
2023-05-16 16:13:04.504,1,82019F0C,No Relay,177,186,3140
2023-05-16 16:13:04.692,1,82019CF3,No Relay,170,183,2690
2023-05-16 16:13:06.114,1,82019A5C,No Relay,172,168,3060
2023-05-16 16:13:06.740,1,82019EBB,No Relay,174,177,2850
2023-05-16 16:13:06.943,1,82019F0C,No Relay,178,183,3140
2023-05-16 16:13:07.146,1,82019CF3,No Relay,171,183,2690
2023-05-16 16:13:08.552,1,82019A5C,No Relay,173,171,3060
2023-05-16 16:13:09.287,1,82019CF3,No Relay,172,183,2690
2023-05-16 16:13:09.474,1,82019EBB,No Relay,175,174,2850
2023-05-16 16:13:09.677,1,82019F0C,No Relay,179,183,3140
2023-05-16 16:13:11.099,1,82019543,No Relay,263,156,2910
2023-05-16 16:13:11.318,1,82019A5C,No Relay,174,168,3060
2023-05-16 16:13:12.115,1,82019EBB,No Relay,176,174,2850
2023-05-16 16:13:12.303,1,82019CF3,No Relay,173,183,2690
2023-05-16 16:13:12.506,1,82019F0C,No Relay,180,183,3140
2023-05-16 16:13:13.788,1,82019543,No Relay,264,156,2910
2023-05-16 16:13:13.975,1,82019A5C,No Relay,175,168,3070
2023-05-16 16:13:14.819,1,82019EBB,No Relay,177,174,2850
2023-05-16 16:13:15.022,1,82019F0C,No Relay,181,183,3140
2023-05-16 16:13:15.210,1,82019CF3,No Relay,174,183,2690
2023-05-16 16:13:16.429,1,82019543,No Relay,265,147,2910
2023-05-16 16:13:16.616,1,82019A5C,No Relay,176,171,3070
2023-05-16 16:13:17.507,1,82019F0C,No Relay,182,183,3140
2023-05-16 16:13:17.710,1,82019EBB,No Relay,178,174,2850
2023-05-16 16:13:17.913,1,82019CF3,No Relay,175,183,2690
2023-05-16 16:13:18.851,1,82019543,No Relay,266,147,2910
2023-05-16 16:13:19.054,1,82019A5C,No Relay,177,171,3060
2023-05-16 16:13:19.992,1,82019F0C,No Relay,183,183,3140
2023-05-16 16:13:20.289,1,82019CF3,No Relay,176,183,2690
2023-05-16 16:13:21.571,1,82019543,No Relay,267,147,2910
2023-05-16 16:13:21.774,1,82019A5C,No Relay,178,168,3060
2023-05-16 16:13:22.414,1,82019F0C,No Relay,184,183,3140
2023-05-16 16:13:22.680,1,82019EBB,No Relay,180,174,2850
2023-05-16 16:13:23.164,1,82019CF3,No Relay,177,186,2690
2023-05-16 16:13:24.227,1,82019543,No Relay,268,147,2910
2023-05-16 16:13:24.414,1,82019A5C,No Relay,179,162,3060
2023-05-16 16:13:24.852,1,82019F0C,No Relay,185,183,3140
2023-05-16 16:13:25.337,1,82019EBB,No Relay,181,177,2850
2023-05-16 16:13:26.759,1,82019A5C,No Relay,180,171,3070
2023-05-16 16:13:26.962,1,82019543,No Relay,269,138,2910
2023-05-16 16:13:27.243,1,82019F0C,No Relay,186,177,3140
2023-05-16 16:13:28.509,1,82019CF3,No Relay,179,183,2690
2023-05-16 16:13:29.431,1,82019A5C,No Relay,181,171,3070
2023-05-16 16:13:29.619,1,82019543,No Relay,270,132,2910
2023-05-16 16:13:29.822,1,82019F0C,No Relay,187,177,3140
2023-05-16 16:13:30.462,1,82019EBB,No Relay,183,180,2850
2023-05-16 16:13:30.994,1,82019CF3,No Relay,180,186,2690
2023-05-16 16:13:31.806,1,82019A5C,No Relay,182,171,3060
2023-05-16 16:13:32.009,1,82019543,No Relay,271,147,2910
2023-05-16 16:13:32.384,1,82019F0C,No Relay,188,174,3140
2023-05-16 16:13:32.838,1,82019EBB,No Relay,184,168,2850
2023-05-16 16:13:33.385,1,82019CF3,No Relay,181,183,2690
2023-05-16 16:13:34.682,1,82019543,No Relay,272,141,2910
2023-05-16 16:13:34.916,1,82019F0C,No Relay,189,174,3140
2023-05-16 16:13:35.682,1,82019EBB,No Relay,185,174,2860
2023-05-16 16:13:36.166,1,82019CF3,No Relay,182,183,2695
2023-05-16 16:13:36.995,1,82019A5C,No Relay,184,174,3060
2023-05-16 16:13:37.198,1,82019543,No Relay,273,141,2910
2023-05-16 16:13:37.432,1,82019F0C,No Relay,190,174,3140
2023-05-16 16:13:38.542,1,82019EBB,No Relay,186,171,2850
2023-05-16 16:13:38.917,1,82019CF3,No Relay,183,180,2690
2023-05-16 16:13:39.636,1,82019A5C,No Relay,185,171,3060
2023-05-16 16:13:39.823,1,82019543,No Relay,274,147,2910
2023-05-16 16:13:40.214,1,82019F0C,No Relay,191,174,3140
2023-05-16 16:13:41.167,1,82019EBB,No Relay,187,171,2850
2023-05-16 16:13:41.745,1,82019CF3,No Relay,184,183,2690
2023-05-16 16:13:42.433,1,82019A5C,No Relay,186,171,3060
2023-05-16 16:13:42.808,1,82019F0C,No Relay,192,174,3140
2023-05-16 16:13:43.621,1,82019EBB,No Relay,188,168,2850
2023-05-16 16:13:44.511,1,82019CF3,No Relay,185,180,2690
2023-05-16 16:13:45.605,1,82019F0C,No Relay,193,174,3140
2023-05-16 16:13:47.043,1,82019CF3,No Relay,186,183,2695
2023-05-16 16:13:47.371,1,82019A5C,No Relay,188,171,3060
