時間,論理ID,タグID,中継器ID,送信番号,電波強度,電源電圧
2023-05-16 16:17:07.402,1,82019CFB,No Relay,332,171,2690
2023-05-16 16:17:07.668,1,82019C9E,No Relay,296,162,2980
2023-05-16 16:17:08.872,1,82018DBB,No Relay,300,162,2940
2023-05-16 16:17:09.137,1,82019B41,No Relay,349,177,2940
2023-05-16 16:17:09.496,1,8201A0FF,No Relay,288,132,3060
2023-05-16 16:17:09.794,1,82019CFB,No Relay,333,168,2690
2023-05-16 16:17:10.512,1,82019C9E,No Relay,297,138,2980
2023-05-16 16:17:11.309,1,82018DBB,No Relay,301,165,2940
2023-05-16 16:17:11.981,1,82019B41,No Relay,350,174,2940
2023-05-16 16:17:12.200,1,8201A0FF,No Relay,289,135,3060
2023-05-16 16:17:12.388,1,82019CFB,No Relay,334,168,2690
2023-05-16 16:17:13.153,1,82019C9E,No Relay,298,141,2980
2023-05-16 16:17:13.779,1,82018DBB,No Relay,302,168,2940
2023-05-16 16:17:14.450,1,82019B41,No Relay,351,177,2950
2023-05-16 16:17:14.654,1,82019CFB,No Relay,335,168,2690
2023-05-16 16:17:14.888,1,8201A0FF,No Relay,290,147,3060
2023-05-16 16:17:15.951,1,82019C9E,No Relay,299,144,2980
2023-05-16 16:17:16.357,1,82018DBB,No Relay,303,168,2940
2023-05-16 16:17:17.232,1,82019B41,No Relay,352,177,2940
2023-05-16 16:17:17.419,1,8201A0FF,No Relay,291,147,3060
2023-05-16 16:17:18.607,1,82019C9E,No Relay,300,141,2980
2023-05-16 16:17:18.811,1,82018DBB,No Relay,304,168,2950
2023-05-16 16:17:19.748,1,8201A0FF,No Relay,292,147,3060
2023-05-16 16:17:19.936,1,82019CFB,No Relay,337,168,2690
2023-05-16 16:17:21.077,1,82019C9E,No Relay,301,144,2980
2023-05-16 16:17:21.358,1,82018DBB,No Relay,305,168,2950
2023-05-16 16:17:22.249,1,82019CFB,No Relay,338,168,2695
2023-05-16 16:17:23.702,1,82019C9E,No Relay,302,144,2980
2023-05-16 16:17:23.890,1,82018DBB,No Relay,306,168,2940
2023-05-16 16:17:24.984,1,82019CFB,No Relay,339,168,2690
2023-05-16 16:17:25.171,1,8201A0FF,No Relay,294,84,3060
2023-05-16 16:17:25.390,1,82019B41,No Relay,355,177,2950
2023-05-16 16:17:26.265,1,82019C9E,No Relay,303,132,2980
2023-05-16 16:17:27.750,1,82019B41,No Relay,356,183,2940
2023-05-16 16:17:27.953,1,82019CFB,No Relay,340,168,2685
2023-05-16 16:17:28.687,1,82019C9E,No Relay,304,132,2980
2023-05-16 16:17:29.156,1,82018DBB,No Relay,308,162,2950
2023-05-16 16:17:30.203,1,82019B41,No Relay,357,183,2960
2023-05-16 16:17:31.500,1,82019C9E,No Relay,305,126,2980
2023-05-16 16:17:32.281,1,8201A0FF,No Relay,297,132,3060
2023-05-16 16:17:33.031,1,82019B41,No Relay,358,183,2950
2023-05-16 16:17:33.281,1,82019CFB,No Relay,342,162,2690
2023-05-16 16:17:34.626,1,82018DBB,No Relay,310,168,2960
2023-05-16 16:17:35.016,1,8201A0FF,No Relay,298,156,3060
2023-05-16 16:17:35.860,1,82019B41,No Relay,359,168,2950
